,Instance ID,Predict,Real Label
426,426,Trouser,Trouser
427,427,T-shirt/top,T-shirt/top
428,428,T-shirt/top,Shirt
429,429,Shirt,Shirt
430,430,Coat,Pullover
431,431,Ankle boot,Ankle boot
432,432,Pullover,Coat
433,433,Dress,Dress
434,434,Trouser,Trouser
435,435,Pullover,Pullover
436,436,Sandal,Sandal
437,437,Bag,Bag
438,438,Dress,Dress
439,439,Bag,Bag
440,440,Pullover,Pullover
441,441,Sneaker,Sneaker
442,442,Trouser,Trouser
443,443,Pullover,Pullover
444,444,T-shirt/top,T-shirt/top
445,445,Sneaker,Sneaker
446,446,Bag,Bag
447,447,Sneaker,Sneaker
448,448,Coat,Coat
449,449,Sandal,Sandal
450,450,Trouser,Trouser
451,451,Shirt,T-shirt/top
452,452,Dress,Dress
453,453,T-shirt/top,T-shirt/top
454,454,Sandal,Sandal
455,455,Bag,Bag
456,456,Coat,Coat
457,457,Ankle boot,Ankle boot
458,458,Ankle boot,Ankle boot
459,459,Sandal,Sandal
460,460,Sandal,Sandal
461,461,Bag,Bag
462,462,Coat,Coat
463,463,T-shirt/top,Shirt
464,464,Dress,Dress
465,465,Pullover,Pullover
466,466,Sneaker,Sneaker
467,467,Trouser,Trouser
468,468,Sandal,Sandal
469,469,Pullover,Pullover
470,470,Sandal,Sandal
471,471,Sandal,Sandal
472,472,Ankle boot,Ankle boot
473,473,T-shirt/top,Shirt
474,474,Shirt,T-shirt/top
475,475,Sneaker,Sneaker
476,476,Shirt,Shirt
477,477,Shirt,Shirt
478,478,Sneaker,Sneaker
479,479,Shirt,Shirt
480,480,Bag,Bag
481,481,Shirt,Shirt
482,482,Dress,Dress
483,483,Sneaker,Sneaker
484,484,Dress,Dress
485,485,Trouser,Trouser
486,486,Coat,Coat
487,487,Ankle boot,Ankle boot
488,488,Sneaker,Sneaker
489,489,T-shirt/top,T-shirt/top
490,490,Bag,Bag
491,491,Shirt,Shirt
492,492,Pullover,Pullover
493,493,Bag,Bag
494,494,Bag,Bag
495,495,Trouser,Trouser
496,496,Sneaker,Sneaker
497,497,Trouser,Trouser
498,498,Ankle boot,Ankle boot
499,499,Dress,Dress
500,500,Bag,Bag
501,501,Trouser,Trouser
502,502,Pullover,Pullover
503,503,Pullover,Pullover
504,504,Ankle boot,Ankle boot
505,505,Dress,Dress
506,506,Bag,Bag
507,507,Shirt,Shirt
508,508,Shirt,Shirt
509,509,Coat,Coat
510,510,Pullover,Pullover
511,511,Sandal,Sandal
512,512,Sneaker,Sneaker
513,513,T-shirt/top,Trouser
514,514,Pullover,Pullover
515,515,T-shirt/top,T-shirt/top
516,516,Shirt,T-shirt/top
517,517,Pullover,Pullover
518,518,Ankle boot,Ankle boot
519,519,Coat,Coat
520,520,Sandal,Sandal
521,521,Pullover,Pullover
522,522,Dress,Dress
523,523,Bag,Bag
524,524,Pullover,Coat
525,525,Coat,Pullover
526,526,Sandal,Sandal
527,527,Sandal,Sandal
528,528,Dress,Dress
529,529,Sneaker,Sneaker
530,530,Trouser,Trouser
531,531,Ankle boot,Ankle boot
532,532,Sneaker,Bag
533,533,Ankle boot,Ankle boot
534,534,Sneaker,Sneaker
535,535,T-shirt/top,T-shirt/top
536,536,Coat,Coat
537,537,Coat,Coat
538,538,Pullover,Shirt
539,539,Trouser,Trouser
540,540,Shirt,Shirt
541,541,Pullover,Coat
542,542,Coat,Coat
543,543,Dress,Trouser
544,544,Pullover,Pullover
545,545,Sneaker,Sneaker
546,546,Dress,Dress
547,547,Sandal,Sandal
548,548,Ankle boot,Ankle boot
549,549,Sneaker,Sneaker
550,550,Sneaker,Sneaker
551,551,Trouser,Trouser
552,552,Sneaker,Sneaker
553,553,Pullover,Pullover
554,554,Pullover,Pullover
555,555,Bag,Bag
556,556,Coat,Coat
557,557,Pullover,Coat
558,558,Coat,Pullover
559,559,Bag,Bag
560,560,Bag,Bag
561,561,Dress,Dress
562,562,Sneaker,Sneaker
563,563,Dress,Dress
564,564,Pullover,Pullover
565,565,Sneaker,Sneaker
566,566,Bag,Bag
567,567,Coat,Coat
568,568,Coat,Shirt
569,569,Shirt,Shirt
570,570,Shirt,Shirt
571,571,Sneaker,Sandal
572,572,Ankle boot,Ankle boot
573,573,Coat,Coat
574,574,Sandal,Sandal
575,575,Bag,Bag
576,576,Sandal,Sandal
577,577,Coat,Coat
578,578,Trouser,Trouser
579,579,Trouser,Trouser
580,580,Pullover,Shirt
581,581,Sneaker,Sneaker
582,582,Shirt,Coat
583,583,Coat,Coat
584,584,Sandal,Sandal
585,585,T-shirt/top,T-shirt/top
586,586,Coat,Coat
587,587,Pullover,Pullover
588,588,Dress,Dress
589,589,Coat,Coat
590,590,Dress,Dress
591,591,Pullover,Pullover
592,592,T-shirt/top,T-shirt/top
593,593,Coat,Pullover
594,594,Sandal,Sandal
595,595,Pullover,Pullover
596,596,Ankle boot,Ankle boot
597,597,Sneaker,Sneaker
598,598,Coat,T-shirt/top
599,599,Trouser,Trouser
600,600,Trouser,Trouser
601,601,Dress,Dress
602,602,Sneaker,Sneaker
603,603,Sandal,Sandal
604,604,Ankle boot,Sneaker
605,605,Bag,Bag
606,606,Sandal,Sandal
607,607,Dress,Dress
608,608,T-shirt/top,T-shirt/top
609,609,Shirt,Shirt
610,610,Sneaker,Sneaker
611,611,Ankle boot,Ankle boot
612,612,Coat,Shirt
613,613,Shirt,Shirt
614,614,Shirt,Shirt
615,615,Bag,Bag
616,616,T-shirt/top,T-shirt/top
617,617,Trouser,Trouser
618,618,Bag,Bag
619,619,Ankle boot,Ankle boot
620,620,Trouser,Trouser
621,621,Sneaker,Sneaker
622,622,Bag,Bag
623,623,Sneaker,Sneaker
624,624,Ankle boot,Ankle boot
625,625,Dress,Dress
626,626,Trouser,Trouser
627,627,Bag,Bag
628,628,Shirt,Dress
629,629,Ankle boot,Sandal
630,630,Coat,Coat
631,631,Sneaker,Sneaker
632,632,Ankle boot,Ankle boot
633,633,Dress,Dress
634,634,Sneaker,Sneaker
635,635,Ankle boot,Ankle boot
636,636,Sandal,Sandal
637,637,Trouser,Trouser
638,638,Dress,Dress
639,639,Bag,Bag
640,640,Pullover,Shirt
641,641,Ankle boot,Ankle boot
642,642,Pullover,Shirt
643,643,Pullover,Pullover
644,644,Shirt,Shirt
645,645,Sandal,Sandal
646,646,Shirt,Shirt
647,647,T-shirt/top,Shirt
648,648,Sandal,Sandal
649,649,Trouser,Trouser
650,650,Dress,Dress
651,651,Ankle boot,Ankle boot
652,652,Sneaker,Sneaker
653,653,Dress,Dress
654,654,Ankle boot,Ankle boot
655,655,Sneaker,Sneaker
656,656,Coat,Coat
657,657,Coat,Shirt
658,658,Pullover,Pullover
659,659,Dress,Dress
660,660,Sneaker,Ankle boot
661,661,Coat,Coat
662,662,Trouser,Trouser
663,663,Trouser,Trouser
664,664,Bag,Bag
665,665,Sneaker,Sneaker
666,666,Sneaker,Sneaker
667,667,Sandal,Sandal
668,668,Bag,Bag
669,669,Bag,Bag
670,670,Coat,Coat
671,671,Shirt,Sandal
672,672,Bag,Bag
673,673,Trouser,Trouser
674,674,Pullover,Coat
675,675,Shirt,Shirt
676,676,Shirt,Shirt
677,677,Sneaker,Sneaker
678,678,Dress,Dress
679,679,Sneaker,Sneaker
680,680,Shirt,Shirt
681,681,Sneaker,Sandal
682,682,Sneaker,Sneaker
683,683,Trouser,Trouser
684,684,Dress,Dress
685,685,Bag,Bag
686,686,Dress,Dress
687,687,T-shirt/top,T-shirt/top
688,688,Dress,Dress
689,689,Bag,Bag
690,690,Coat,Coat
691,691,T-shirt/top,T-shirt/top
692,692,Trouser,Trouser
693,693,Bag,Bag
694,694,T-shirt/top,T-shirt/top
695,695,Sneaker,Sneaker
696,696,Pullover,Pullover
697,697,Sneaker,Sandal
698,698,T-shirt/top,T-shirt/top
699,699,Ankle boot,Ankle boot
700,700,Trouser,Trouser
701,701,Trouser,Trouser
702,702,Dress,Dress
703,703,Pullover,Coat
704,704,Sneaker,Sneaker
705,705,Dress,Dress
706,706,Coat,Coat
707,707,Sneaker,Sneaker
708,708,Bag,Bag
709,709,Ankle boot,Ankle boot
710,710,T-shirt/top,T-shirt/top
711,711,Trouser,Trouser
712,712,Dress,Dress
713,713,Sandal,Sandal
714,714,Ankle boot,Ankle boot
715,715,Shirt,Shirt
716,716,Dress,Dress
717,717,Ankle boot,Ankle boot
718,718,Sneaker,Sneaker
719,719,Trouser,Trouser
720,720,Pullover,Pullover
721,721,Ankle boot,Ankle boot
722,722,T-shirt/top,T-shirt/top
723,723,Trouser,Trouser
724,724,Sneaker,Sneaker
725,725,T-shirt/top,T-shirt/top
726,726,T-shirt/top,T-shirt/top
727,727,Sandal,Sandal
728,728,Trouser,Trouser
729,729,Ankle boot,Ankle boot
730,730,Bag,Bag
731,731,Sneaker,Sneaker
732,732,Dress,Dress
733,733,Ankle boot,Ankle boot
734,734,Trouser,Trouser
735,735,T-shirt/top,T-shirt/top
736,736,Dress,Dress
737,737,Ankle boot,Bag
738,738,Ankle boot,Ankle boot
739,739,Coat,Coat
740,740,Ankle boot,Ankle boot
741,741,Dress,Dress
742,742,Ankle boot,Ankle boot
743,743,Dress,Dress
744,744,Shirt,Shirt
745,745,Bag,Bag
746,746,T-shirt/top,T-shirt/top
747,747,T-shirt/top,T-shirt/top
748,748,Bag,Bag
749,749,Ankle boot,Ankle boot
750,750,Sneaker,Sneaker
751,751,Ankle boot,Ankle boot
752,752,T-shirt/top,T-shirt/top
753,753,Sandal,Sandal
754,754,Ankle boot,Ankle boot
755,755,Shirt,Pullover
756,756,Pullover,Pullover
757,757,Sneaker,Sneaker
758,758,Sneaker,Sneaker
759,759,Dress,Dress
760,760,Trouser,Trouser
761,761,Ankle boot,Ankle boot
762,762,Bag,Bag
763,763,Dress,Dress
764,764,Shirt,Coat
765,765,Bag,Bag
766,766,Ankle boot,Ankle boot
767,767,Trouser,Trouser
768,768,Bag,Bag
769,769,Bag,Bag
770,770,T-shirt/top,T-shirt/top
771,771,Pullover,Shirt
772,772,Sneaker,Sneaker
773,773,Trouser,Trouser
774,774,Pullover,Coat
775,775,Dress,Dress
776,776,Dress,Dress
777,777,Pullover,Pullover
778,778,Trouser,Trouser
779,779,Coat,Coat
780,780,Sandal,Sandal
781,781,T-shirt/top,T-shirt/top
782,782,Sneaker,Sneaker
783,783,Bag,Bag
784,784,Bag,Bag
785,785,Bag,Bag
786,786,Shirt,Shirt
787,787,T-shirt/top,T-shirt/top
788,788,Pullover,Pullover
789,789,Sneaker,Sneaker
790,790,Bag,Bag
791,791,Trouser,Trouser
792,792,Ankle boot,Ankle boot
793,793,Dress,Dress
794,794,Sandal,Sandal
795,795,Pullover,Pullover
796,796,Coat,Coat
797,797,Bag,Bag
798,798,Dress,Dress
799,799,Trouser,Trouser
800,800,Trouser,Trouser
801,801,T-shirt/top,Shirt
802,802,Trouser,Trouser
803,803,Pullover,Coat
804,804,Coat,Dress
805,805,Ankle boot,Ankle boot
806,806,Ankle boot,Ankle boot
807,807,Trouser,Trouser
808,808,Trouser,Trouser
809,809,Sandal,Sandal
810,810,Ankle boot,Ankle boot
811,811,Coat,Coat
812,812,Sandal,Sandal
813,813,Ankle boot,Ankle boot
814,814,Sandal,Sandal
815,815,Sandal,Sandal
816,816,Bag,Bag
817,817,T-shirt/top,T-shirt/top
818,818,Dress,Dress
819,819,Dress,Shirt
820,820,Trouser,Trouser
821,821,Sneaker,Sneaker
822,822,Ankle boot,Ankle boot
823,823,Dress,Dress
824,824,Sandal,Sandal
825,825,Coat,Pullover
826,826,Shirt,Shirt
827,827,Sandal,Sandal
828,828,Shirt,Shirt
829,829,Ankle boot,Ankle boot
830,830,Bag,Bag
831,831,Sandal,Sandal
832,832,Sneaker,Ankle boot
833,833,Pullover,Pullover
834,834,Ankle boot,Ankle boot
835,835,Coat,Dress
836,836,Bag,Bag
837,837,Sneaker,Sneaker
838,838,Shirt,Shirt
839,839,Sandal,Sandal
840,840,Trouser,Trouser
841,841,Sneaker,Sneaker
842,842,Shirt,T-shirt/top
843,843,Bag,Bag
844,844,Bag,Bag
845,845,Ankle boot,Ankle boot
846,846,Ankle boot,Ankle boot
847,847,T-shirt/top,Shirt
848,848,Pullover,Pullover
849,849,Bag,Bag
850,850,Ankle boot,Ankle boot
851,851,Sneaker,Sneaker
852,852,Pullover,Dress
853,853,T-shirt/top,T-shirt/top
854,854,Coat,Coat
855,855,Sandal,Sandal
856,856,T-shirt/top,T-shirt/top
857,857,T-shirt/top,T-shirt/top
858,858,Bag,Shirt
859,859,Bag,Bag
860,860,Ankle boot,Ankle boot
861,861,Pullover,Pullover
862,862,Pullover,Pullover
863,863,Bag,Bag
864,864,Pullover,Pullover
865,865,Coat,Coat
866,866,Shirt,Shirt
867,867,Ankle boot,Ankle boot
868,868,Shirt,Pullover
869,869,Ankle boot,Ankle boot
870,870,Ankle boot,Sandal
871,871,Sandal,Sandal
872,872,Ankle boot,Ankle boot
873,873,Ankle boot,Ankle boot
874,874,Pullover,Pullover
875,875,Sneaker,Sneaker
876,876,Coat,Coat
877,877,Sneaker,Sneaker
878,878,Bag,Bag
879,879,Dress,Dress
880,880,T-shirt/top,Shirt
881,881,Trouser,Trouser
882,882,Bag,Bag
883,883,Dress,Dress
884,884,T-shirt/top,T-shirt/top
885,885,T-shirt/top,T-shirt/top
886,886,T-shirt/top,T-shirt/top
887,887,Pullover,Pullover
888,888,Ankle boot,Ankle boot
889,889,Sneaker,Sneaker
890,890,Dress,Dress
891,891,T-shirt/top,T-shirt/top
892,892,Trouser,Trouser
893,893,Sneaker,Sneaker
894,894,Trouser,Trouser
895,895,Ankle boot,Ankle boot
896,896,Bag,Bag
897,897,Ankle boot,Ankle boot
898,898,Coat,Coat
899,899,Coat,Shirt
900,900,Dress,Dress
901,901,Shirt,Shirt
902,902,Dress,Dress
903,903,Pullover,Coat
904,904,Sandal,Sandal
905,905,Sandal,Sandal
906,906,Shirt,T-shirt/top
907,907,T-shirt/top,Shirt
908,908,Shirt,Shirt
909,909,Shirt,Shirt
910,910,Ankle boot,Ankle boot
911,911,Trouser,Trouser
912,912,T-shirt/top,T-shirt/top
913,913,Shirt,T-shirt/top
914,914,Trouser,Trouser
915,915,T-shirt/top,T-shirt/top
916,916,Dress,Dress
917,917,Sandal,Sandal
918,918,Dress,Dress
919,919,Sneaker,Sneaker
920,920,T-shirt/top,Shirt
921,921,Pullover,Pullover
922,922,Pullover,Pullover
923,923,Bag,Bag
924,924,Bag,Bag
925,925,Dress,Shirt
926,926,Pullover,Pullover
927,927,Sandal,Sandal
928,928,Pullover,Pullover
929,929,Bag,Bag
930,930,Bag,Bag
931,931,Dress,Dress
932,932,Dress,Pullover
933,933,Pullover,Shirt
934,934,Bag,Bag
935,935,Shirt,Shirt
936,936,T-shirt/top,Dress
937,937,Pullover,Shirt
938,938,Trouser,Trouser
939,939,Pullover,Pullover
940,940,Trouser,Trouser
941,941,Dress,Dress
942,942,Shirt,Shirt
943,943,Sandal,Sandal
944,944,Coat,Pullover
945,945,Shirt,Sandal
946,946,T-shirt/top,T-shirt/top
947,947,Coat,Coat
948,948,T-shirt/top,T-shirt/top
949,949,Pullover,Pullover
950,950,Ankle boot,Ankle boot
951,951,T-shirt/top,T-shirt/top
952,952,Sandal,Sandal
